"OPE_ID","Institution_Name","Institution_City","Institution_State","Institution Type And Control","Total_Awards","Total_Recipients"
"324000","BUTLER COUNTY COMMUNITY COLLEGE","BUTLER","PA","Public 2 Year","5267962","1587"
"324100","CABRINI COLLEGE","RADNOR","PA","Private 4 Year","2207255","522"
"335100","CAIRN UNIVERSITY","LANGHORNE","PA","Private 4 Year","1371783","369"
"331600","CALIFORNIA UNIV OF PENNSYLVANIA","CALIFORNIA","PA","Public 4 Year","10296669","2576"
"488900","CAMBRIA-ROWE BUSINESS COLLEGE","JOHNSTOWN","PA","Proprietary 2 Year","1163353","283"
"3098600","CAREER TECH CTR OF LACKAWANNA CNTY","SCRANTON","PA","Public 2 Year","273801","76"
"2609500","CAREER TRAINING ACADEMY","NEW KENSINGTON","PA","Proprietary 2 Year","1151748","301"
"330300","CARLOW UNIVERSITY","PITTSBURGH","PA","Private 4 Year","2846778","735"
"324200","CARNEGIE MELLON UNIVERSITY","PITTSBURGH","PA","Private 4 Year","3340090","776"
"4127500","CDE CAREER INSTITUTE","TANNERSVILLE","PA","Proprietary 2 Year","98166","36"
"324300","CEDAR CREST COLLEGE","ALLENTOWN","PA","Private 4 Year","2502474","694"
"489000","CENTRAL PENN COLLEGE","SUMMERDALE","PA","Proprietary 4 Year","3181176","1061"
"533500","CENTRAL PENN INST OF SCI & TECH PNP","PLEASANT GAP","PA","Public 2 Year","653166","162"
"2151500","CENTRAL SUSQUEHANNA LPN CENTER","LEWISBURG","PA","Public 2 Year","360676","104"
"4215500","CHAMP'S BARBER SCHOOL","LANCASTER","PA","Proprietary 2 Year","293985","85"
"324400","CHATHAM UNIVERSITY","PITTSBURGH","PA","Private 4 Year","1093592","267"
"752900","CHESTER COUNTY INTERMEDIATE UNIT, PNP","DOWNINGTOWN","PA","Public 2 Year","385883","92"
"324500","CHESTNUT HILL COLLEGE","PHILADELPHIA","PA","Private 4 Year","3286096","798"
"331700","CHEYNEY UNIVERSITY OF PENNSYLVANIA","CHEYNEY","PA","Public 4 Year","3570600","775"
"2289800","CHI INSTITUTE - FRANKLIN MILLS","PHILADELPHIA","PA","Proprietary 2 Year","2541352","725"
"778100","CHI INSTITUTE/RETS CAMPUS","BROOMALL","PA","Proprietary 2 Year","1285576","423"
"653400","CITIZENS SCHOOL OF NURSING","NEW KENSINGTON","PA","Private 2 Year","349391","89"
"2550000","CLARION CO AREA VOC-TECH PRAC NRSG","SHIPPENVILLE","PA","Public 2 Year","160297","39"
"331800","CLARION UNIVERSITY OF PENNSYLVANIA","CLARION","PA","Public 4 Year","8154410","2048"
"2169600","CLEARFIELD CTY CAREER AND TECH CNTR","CLEARFIELD","PA","Public 2 Year","270590","78"
"323100","COMM CLG OF ALLEGHENY-ALLEGHENY CMP","PITTSBURGH","PA","Public 2 Year","26433187","8641"
"2536600","COMMONWEALTH TECH INSTIT @ HIRAM G","JOHNSTOWN","PA","Public 2 Year","656878","151"
"680700","COMMUNITY COLLEGE OF BEAVER COUNTY","MONACA","PA","Public 2 Year","3667344","1106"
"324900","COMMUNITY COLLEGE OF PHILADELPHIA","PHILADELPHIA","PA","Public 2 Year","48732155","15811"
"653700","CONEMAUGH VLY MEM HOSP SCH NRSNG","JOHNSTOWN","PA","Proprietary 2 Year","300293","86"
"2289600","CONSOLIDATED SCHOOL OF BUSINESS","YORK","PA","Proprietary 2 Year","525077","129"
"3029900","CONSOLIDATED SCHOOL OF BUSINESS","LANCASTER","PA","Proprietary 2 Year","488338","123"
"1005500","CRAWFORD CNTY AREA VO-TECH PRAC NUR","MEADVILLE","PA","Public 2 Year","98284","21"
"325100","CURTIS INSTITUTE OF MUSIC","PHILADELPHIA","PA","Private 4 Year","64600","15"
"3072600","DCI CAREER INSTITUTE","MONACA","PA","Proprietary 2 Year","409716","108"
"918600","DEAN INSTITUTE OF TECHNOLOGY","PITTSBURGH","PA","Proprietary 2 Year","392358","108"
"711000","DELAWARE COUNTY COMMUNITY COLLEGE","MEDIA","PA","Public 2 Year","18609809","5836"
"3128400","DELAWARE COUNTY TECHNICAL SCHOOL","BROOMALL","PA","Public 2 Year","321502","77"
"325200","DELAWARE VALLEY COLLEGE","DOYLESTOWN","PA","Private 4 Year","2210497","543"
"398600","DESALES UNIVERSITY","CENTER VALLEY","PA","Private 4 Year","2403966","697"
"325300","DICKINSON COLLEGE","CARLISLE","PA","Private 4 Year","1180782","267"
"4226300","DIVINE CROWN ACADEMY OF COSMETOLOGY","HARRISBURG","PA","Proprietary 2 Year","111657","35"
"2068300","DOUGLAS SCHOOL OF BUSINESS","MONESSEN","PA","Proprietary 2 Year","1055747","248"
"325600","DREXEL UNIVERSITY","PHILADELPHIA","PA","Private 4 Year","14486274","3688"
"489300","DU BOIS BUSINESS COLLEGE","DU BOIS","PA","Proprietary 2 Year","779770","205"
"325800","DUQUESNE UNIVERSITY","PITTSBURGH","PA","Private 4 Year","5215987","1280"
"332000","EAST STROUDSBURG UNIVERSITY","EAST STROUDSBURG","PA","Public 4 Year","9564850","2304"
"2492600","EASTERN CTR ARTS AND TECH PR NSG","WILLOW GROVE","PA","Public 2 Year","258002","80"
"325900","EASTERN UNIVERSITY","ST DAVIDS","PA","Private 4 Year","4543867","1145"
"332100","EDINBORO UNIVERSITY OF PENNSYLVANIA","EDINBORO","PA","Public 4 Year","11469077","2816"
"326200","ELIZABETHTOWN COLLEGE","ELIZABETHTOWN","PA","Private 4 Year","2071891","537"
"966400","EMPIRE BEAUTY SCHOOL","WHITEHALL","PA","Proprietary 2 Year","5801732","1639"
"1054200","EMPIRE BEAUTY SCHOOL","WILKES-BARRE","PA","Proprietary 2 Year","6421079","1768"
"1260600","EMPIRE BEAUTY SCHOOL","POTTSVILLE","PA","Proprietary 2 Year","4812770","1275"
"489400","ERIE BUSINESS CENTER","ERIE","PA","Proprietary 2 Year","327531","99"
"489401","ERIE BUSINESS CENTER - NEW CASTLE CAMPUS","NEW CASTLE","PA","Proprietary 2 Year","86924","36"
"2203900","ERIE INSTITUTE OF TECHNOLOGY","ERIE","PA","Proprietary 2 Year","1026509","301"
"709100","EVEREST INSTITUTE","PITTSBURGH","PA","Private 2 Year","1604232","480"
"533000","FAYETTE CNTY AREA VOC TECH PRC NRSG","UNIONTOWN","PA","Public 2 Year","309810","91"
"3101400","FORBES ROAD CAREER & TECHNOLOGY CTR","MONROEVILLE","PA","Public 2 Year","22480","8"
"3010800","FORTIS INSTITUTE","ERIE","PA","Proprietary 2 Year","7047497","2005"
"3011500","FORTIS INSTITUTE","FORTY FORT","PA","Proprietary 2 Year","769023","219"
"3011600","FORTIS INSTITUTE","SCRANTON","PA","Proprietary 2 Year","1522314","382"
"4236800","FOUNTAIN OF YOUTH ACADEMY OF COSMETOLOGY","MARS","PA","Proprietary 2 Year","10894","3"
"326500","FRANKLIN & MARSHALL COLLEGE","LANCASTER","PA","Private 4 Year","1831919","415"
"791600","FRANKLIN CNTY CAREER & TECH CTR-PNP","CHAMBERSBURG","PA","Public 2 Year","171034","54"
"326600","GANNON UNIVERSITY","ERIE","PA","Private 4 Year","3409336","836"
"326700","GENEVA COLLEGE","BEAVER FALLS","PA","Private 4 Year","2391084","623"
"326800","GETTYSBURG COLLEGE","GETTYSBURG","PA","Private 4 Year","1483902","344"
"405800","GRATZ COLLEGE","MELROSE PARK","PA","Private 4 Year","1690","1"
"2112200","GREAT LAKES INSTITUTE OF TECHNOLOGY","ERIE","PA","Proprietary 2 Year","1786534","488"
"1086000","GREATER ALTOONA CAREER/TECH CENTER","ALTOONA","PA","Public 2 Year","669832","164"
"1000600","GREATER JOHNSTOWN AREA VOC TECH SCH","JOHNSTOWN","PA","Public 2 Year","493926","116"
"1096300","GREENE COUNTY VOC-TECH SCHOOL","WAYNESBURG","PA","Public 2 Year","57145","13"
"327000","GWYNEDD-MERCY COLLEGE","GWYNEDD VALLEY","PA","Private 4 Year","3283335","811"
"327200","HARCUM COLLEGE","BRYN MAWR","PA","Private 2 Year","4342795","1068"
"327300","HARRISBURG AREA COMMUNITY COLLEGE","HARRISBURG","PA","Public 2 Year","31670836","10852"
"3948300","HARRISBURG UNIVERSITY OF SCIENCE AND TEC","HARRISBURG","PA","Private 4 Year","877525","204"
"327400","HAVERFORD COLLEGE","HAVERFORD","PA","Private 4 Year","801738","190"
"2554500","HAZLETON AREA CAREER CENTER PRACTICAL NU","HAZLETON","PA","Public 2 Year","67222","16"
"327500","HOLY FAMILY UNIVERSITY","PHILADELPHIA","PA","Private 4 Year","2933568","733"
"3535300","HUNTINGDON COUNTY CAREER AND TECHNO","MILL CREEK","PA","Public 2 Year","65552","19"
"746900","HUSSIAN SCHOOL OF ART, INC.","PHILADELPHIA","PA","Proprietary 4 Year","272880","59"
"327600","IMMACULATA UNIVERSITY","IMMACULATA","PA","Private 4 Year","1821551","479"
"2350200","INDIANA COUNTY TECH CTR SCH PR NSG","INDIANA","PA","Public 2 Year","208749","62"
"327700","INDIANA UNIVERSITY OF PENNSYLVANIA","INDIANA","PA","Public 4 Year","19846513","4742"
"4155100","INSTITUTE OF MEDICAL CAREERS","PITTSBURGH","PA","Proprietary 2 Year","473354","130"
"820000","JAMESON MEMORIAL HOSP SCH NURSING","NEW CASTLE","PA","Private 2 Year","226895","51"
"2616100","JEAN MADELINE ED CTR FOR COSM","PHILADELPHIA","PA","Proprietary 2 Year","767918","203"
"865300","JEFFERSON CO DUBOIS VOC TECH-PR NSG","REYNOLDSVILLE","PA","Public 2 Year","88015","20"
"3103300","JNA INSTITUTE OF CULINARY ARTS","PHILADELPHIA","PA","Proprietary 2 Year","276697","66"
"2114200","JOHNSON COLLEGE","SCRANTON","PA","Private 2 Year","995091","234"
"327900","JUNIATA COLLEGE","HUNTINGDON","PA","Private 4 Year","1600072","382"
"2158300","JUNIATA-MIFFLIN CO AREA VOC TECH","LEWISTOWN","PA","Public 2 Year","167330","51"
"491000","KAPLAN CAREER INSTITUTE","HARRISBURG","PA","Proprietary 2 Year","3886000","1193"
"743600","KAPLAN CAREER INSTITUTE - ICM CAMPUS","PITTSBURGH","PA","Proprietary 2 Year","1999672","599"
"328000","KEYSTONE COLLEGE","LA PLUME","PA","Private 4 Year","3407859","840"
"328200","KINGS COLLEGE","WILKES-BARRE","PA","Private 4 Year","2470533","584"
"332200","KUTZTOWN UNIVERSITY OF PENNSYLVANIA","KUTZTOWN","PA","Public 4 Year","12546285","3027"
"3236400","L T INTERNATIONAL BEAUTY SCHOOL","PHILADELPHIA","PA","Proprietary 2 Year","237621","69"
"398700","LA ROCHE COLLEGE","PITTSBURGH","PA","Private 4 Year","1730389","442"
"328300","LACKAWANNA COLLEGE","SCRANTON","PA","Private 2 Year","4213056","1080"
"328400","LAFAYETTE COLLEGE","EASTON","PA","Private 4 Year","1071718","246"
"328500","LANCASTER BIBLE COLLEGE","LANCASTER","PA","Private 4 Year","2413397","702"
"2310800","LANCASTER COUNTY CAREER & TECH CTR","WILLOW STREET","PA","Public 2 Year","1339878","372"
"2212700","LANCASTER SCHOOL OF COSMETOLOGY","LANCASTER","PA","Proprietary 2 Year","278941","90"
"777900","LANSDALE SCHOOL OF BUSINESS","NORTH WALES","PA","Proprietary 2 Year","966235","307"
"2292700","LANSDALE SCHOOL OF COSMETOLOGY","LANSDALE","PA","Proprietary 2 Year","72337","24"
"328700","LASALLE UNIVERSITY","PHILADELPHIA","PA","Private 4 Year","7243606","1697"
"2546200","LAUREL BUSINESS INSTITUTE","UNIONTOWN","PA","Proprietary 2 Year","924339","238"
"2092500","LAUREL TECHNICAL INSTITUTE","SHARON","PA","Proprietary 2 Year","1401855","333"
"2330300","LEBANON CO CAREER & TECHNOLOGY CTR","LEBANON","PA","Public 2 Year","461786","107"
"328800","LEBANON VALLEY COLLEGE","ANNVILLE","PA","Private 4 Year","1759226","415"
"681000","LEHIGH CARBON COMMUNITY COLLEGE","SCHNECKSVILLE","PA","Public 2 Year","8674686","2807"
"328900","LEHIGH UNIVERSITY","BETHLEHEM","PA","Private 4 Year","3188137","760"
"2282500","LENAPE SCHOOL OF PRACTICAL NURSING","FORD CITY","PA","Public 2 Year","565862","146"
"2118000","LEVITTOWN BEAUTY ACADEMY LLC","LEVITTOWN","PA","Proprietary 2 Year","169741","51"
"4175900","LEWISTOWN HOSPITAL SCHOOL OF NURSING","LEWISTOWN","PA","Private 2 Year","24899","10"
"329000","LINCOLN UNIVERSITY","LINCOLN UNIVERSITY","PA","Public 4 Year","4792367","1036"
"332300","LOCK HAVEN UNIV OF PENNSYLVANIA","LOCK HAVEN","PA","Public 4 Year","7934432","2009"
"681100","LUZERNE COUNTY COMMUNITY COLLEGE","NANTICOKE","PA","Public 2 Year","10000404","2875"
"329300","LYCOMING COLLEGE","WILLIAMSPORT","PA","Private 4 Year","1920950","448"
"329400","MANOR COLLEGE","JENKINTOWN","PA","Private 2 Year","2037347","536"
"332400","MANSFIELD UNIVERSITY","MANSFIELD","PA","Public 4 Year","4875304","1174"
"329600","MARYWOOD UNIVERSITY","SCRANTON","PA","Private 4 Year","2884186","722"
"489800","MCCANN SCHOOL OF BUSINESS & TECHNOL","POTTSVILLE","PA","Proprietary 2 Year","20224517","5398"
"2362300","MERCER COUNTY AREA VOC TECH SCHOOL","MERCER","PA","Public 2 Year","150236","33"
"489900","MERCY HOSP SCH OF NURSING","PITTSBURGH","PA","Private 2 Year","196055","56"
"329700","MERCYHURST UNIVERSITY","ERIE","PA","Private 4 Year","5722809","1455"
"329800","MESSIAH COLLEGE","GRANTHAM","PA","Private 4 Year","2140448","539"
"4158000","METRO BEAUTY ACADEMY","ALLENTOWN","PA","Proprietary 2 Year","426576","125"
"3109100","METROPOLITAN CAREER CENTER","PHILADELPHIA","PA","Private 2 Year","265384","79"
"332500","MILLERSVILLE UNIVERSITY OF PA","MILLERSVILLE","PA","Public 4 Year","10383031","2594"
"324700","MISERICORDIA  UNIVERSITY","DALLAS","PA","Private 4 Year","2712491","721"
"445200","MONTGOMERY COUNTY COMMUNITY COLLEGE","BLUE BELL","PA","Public 2 Year","13646466","4417"
"330000","MOORE COLLEGE OF ART & DESIGN","PHILADELPHIA","PA","Private 4 Year","826821","190"
"330100","MORAVIAN COLLEGE","BETHLEHEM","PA","Private 4 Year","2185635","499"
"330200","MOUNT ALOYSIUS COLLEGE","CRESSON","PA","Private 4 Year","2837745","733"
"330400","MUHLENBERG COLLEGE","ALLENTOWN","PA","Private 4 Year","1190866","315"
"3952300","NATIONAL MASSAGE THERAPY INSTITUTE","PHILADELPHIA","PA","Proprietary 2 Year","23910","13"
"398800","NEUMANN UNIVERSITY","ASTON","PA","Private 4 Year","4391648","1089"
"778000","NEW CASTLE SCHOOL OF TRADES","PULASKI","PA","Proprietary 2 Year","3005989","788"
"719100","NORTHAMPTON COMMUNITY COLLEGE","BETHLEHEM","PA","Public 2 Year","17512235","5309"
"2161400","NORTHEASTERN HOSP SCH OF NRSG","PHILADELPHIA","PA","Private 2 Year","160421","44"
"2353100","NORTHERN TIER CAREER CENTER","TOWANDA","PA","Public 2 Year","178155","50"
"3950500","NORTHWEST REGIONAL TECHNOLOGY INSTITUTE","ERIE","PA","Proprietary 2 Year","135113","42"
"656000","OHIO VALLEY HOSP SCH OF NURSING","MCKEES ROCKS","PA","Private 2 Year","13465","7"
"2183000","ORLEANS TECHNICAL INSTITUTE","PHILADELPHIA","PA","Private 2 Year","969459","277"
"2119300","PA ACAD OF COSMETOLOGY ARTS & SCI","JOHNSTOWN","PA","Proprietary 2 Year","316167","84"
"2289500","PACE INSTITUTE","READING","PA","Proprietary 2 Year","6795","3"
"330900","PEIRCE COLLEGE","PHILADELPHIA","PA","Private 4 Year","4593613","1457"
"490200","PENN COMMERCIAL BUSINESS/TECHNICAL SCHL","WASHINGTON","PA","Proprietary 2 Year","1229664","361"
"944900","PENNCO TECH","BRISTOL","PA","Proprietary 2 Year","1922680","500"
"2107300","PENNSYLVANIA ACADEMY OF FINE ARTS","PHILADELPHIA","PA","Private 4 Year","327039","73"
"2269900","PENNSYLVANIA COLLEGE OF ART & DESIGN","LANCASTER","PA","Private 4 Year","326652","71"
"986300","PENNSYLVANIA COLLEGE OF HEALTH SCIENCES","LANCASTER","PA","Private 4 Year","1569199","496"
"339500","PENNSYLVANIA COLLEGE OF TECHNOLOGY","WILLIAMSPORT","PA","Public 4 Year","9752331","2588"
"2330600","PENNSYLVANIA GUNSMITH SCHOOL","PITTSBURGH","PA","Proprietary 2 Year","191780","48"
"3180400","PENNSYLVANIA HIGHLANDS COMMUNITY COLLEGE","JOHNSTOWN","PA","Public 2 Year","3099261","914"
"2574800","PENNSYLVANIA INSTITUTE OF TAXIDERMY","EBENSBURG","PA","Proprietary 2 Year","23290","8"
"1099800","PENNSYLVANIA INSTITUTE OF TECH","MEDIA","PA","Private 2 Year","3206022","859"
"3766300","PENNSYLVANIA SCHOOL OF MUSCLE THERAPY","KING OF PRUSSIA","PA","Proprietary 2 Year","560719","199"
"332900","PENNSYLVANIA STATE UNIVERSITY (THE)","UNIVERSITY PARK","PA","Public 4 Year","84129505","21992"
"332920","PENNSYLVANIA STATE UNIV-HARRISBURG","MIDDLETOWN","PA","Public 4 Year","47648","11"
"4221300","PHILADELPHIA TECHNICIAN TRAINING","PHILADELPHIA","PA","Private 2 Year","930014","214"
"335400","PHILADELPHIA UNIVERSITY","PHILADELPHIA","PA","Private 4 Year","4078140","1026"
"3781300","PITC INSTITUTE","GLENSIDE","PA","Proprietary 2 Year","997390","264"
"2202300","PITTSBURGH CAREER INSTITUTE","PITTSBURGH","PA","Proprietary 2 Year","635174","203"
"1081400","PITTSBURGH INST MORTUARY SCIENCE","PITTSBURGH","PA","Private 2 Year","312435","87"
"531000","PITTSBURGH INST OF AERONAUTICS","PITTSBURGH","PA","Private 2 Year","1133613","275"
"743700","PITTSBURGH TECHNICAL INSTITUTE","OAKDALE","PA","Proprietary 2 Year","6709156","1789"
"335700","POINT PARK UNIVERSITY","PITTSBURGH","PA","Private 4 Year","5233572","1332"
"3923300","PRECISION MANUFACTURING INSTITUTE","MEADVILLE","PA","Private 2 Year","157650","46"
"2301300","PRISM CAREER INSTITUTE","UPPER DARBY","PA","Proprietary 2 Year","801695","202"
"4145800","PULSE BEAUTY ACADEMY A PAUL MITCHELL PAR","DOWNINGTON","PA","Proprietary 2 Year","224370","77"
"1038800","READING AREA COMMUNITY COLLEGE","READING","PA","Public 2 Year","9264791","3214"
"656500","READING HOSPITAL SCHOOL OF HEALTH SCIENC","WEST READING","PA","Private 2 Year","495538","156"
"335900","ROBERT MORRIS UNIVERSITY","MOON TOWNSHIP","PA","Private 4 Year","4998791","1316"
"1205000","ROSEDALE TECHNICAL INSTITUTE","PITTSBURGH","PA","Private 2 Year","2008747","466"
"336000","ROSEMONT COLLEGE","ROSEMONT","PA","Private 4 Year","1196968","268"
"1321400","ROXBOROUGH MEM HOSP SCH OF NURSING","PHILADELPHIA","PA","Proprietary 2 Year","343009","73"
"336600","SAINT FRANCIS UNIVERSITY","LORETTO","PA","Private 4 Year","2134093","555"
"336700","SAINT JOSEPH'S UNIVERSITY","PHILADELPHIA","PA","Private 4 Year","2656356","739"
"895500","SALON PROFESSIONAL ACADEMY (THE)","ALTOONA","PA","Proprietary 2 Year","131769","40"
"2251200","SCHUYLKILL COUNTY AREA VOC TECH SCH","FRACKVILLE","PA","Public 2 Year","164297","45"
"1171500","SCHUYLKILL HEALTH SCHOOL OF NURSING","POTTSVILLE","PA","Private 2 Year","110458","25"
"336200","SETON HILL UNIVERSITY","GREENSBURG","PA","Private 4 Year","2269325","566"
"657800","SHARON REGIONAL HEALTH SYSTEM SCHOOL OF","SHARON","PA","Proprietary 2 Year","88112","19"
"332600","SHIPPENSBURG UNIVERSITY","SHIPPENSBURG","PA","Public 4 Year","8293080","2049"
"332700","SLIPPERY ROCK UNIVERSITY","SLIPPERY ROCK","PA","Public 4 Year","10550211","2654"
"4149800","SOMERSET COUNTY TECHNOLOGY CENTER","SOMERSET","PA","Public 2 Year","209839","59"
"1292900","SOUTH HILLS BEAUTY ACADEMY","PITTSBURGH","PA","Proprietary 2 Year","233356","75"
"1326300","SOUTH HILLS SCHOOL OF BUSINESS & TECHNOL","STATE COLLEGE","PA","Proprietary 2 Year","1895019","526"
"657400","ST LUKE'S HOSPITAL OF BETHLEHEM, PA","BETHLEHEM","PA","Private 2 Year","249415","71"
"655100","ST MARGARET SCHL OF NURSING","PITTSBURGH","PA","Private 2 Year","378021","93"
"336800","ST VINCENT COLLEGE","LATROBE","PA","Private 4 Year","1888892","462"
"336400","ST. CHARLES BORROMEO SEMINARY","WYNNEWOOD","PA","Private 4 Year","19630","6"
"2206300","STROUDSBURG SCHOOL OF COSMETOLOGY","STROUDSBURG","PA","Proprietary 2 Year","312729","76"
"4232000","STUDIO INCAMMINATI","PHILADELPHIA","PA","Private 2 Year","8570","3"
"267000","SUMMIT UNIVERSITY OF PENNSYLVANIA","CLARKS SUMMIT","PA","Private 4 Year","1370764","370"
"3561400","SUSQUEHANNA COUNTY CAREER & TECHNOL","DIMOCK","PA","Public 2 Year","164127","50"
"336900","SUSQUEHANNA UNIVERSITY","SELINSGROVE","PA","Private 4 Year","2254836","541"
"337000","SWARTHMORE COLLEGE","SWARTHMORE","PA","Private 4 Year","1028148","237"
"1252300","TALMUDICAL YESHIVA OF PHILA","PHILADELPHIA","PA","Private 4 Year","196940","43"
"337100","TEMPLE UNIVERSITY","PHILADELPHIA","PA","Private 4 Year","42566494","10357"
"791200","THADDEUS STEVENS CLG OF TECHNOLOGY","LANCASTER","PA","Public 2 Year","2145231","521"
"337600","THIEL COLLEGE","GREENVILLE","PA","Private 4 Year","1839319","456"
"1239300","THOMAS JEFF UNIV-CLG ALLIED HEALTH","PHILADELPHIA","PA","Private 4 Year","704338","157"
"2144000","TONI & GUY  HAIRDRESSING ACADEMY","ALLENTOWN","PA","Proprietary 2 Year","404886","104"
"2206200","TONI & GUY HAIRDRESSING ACADEMY","AMBLER","PA","Proprietary 2 Year","869826","233"
"783900","TRIANGLE TECH","PITTSBURGH","PA","Proprietary 2 Year","1018334","260"
"2090200","TRIANGLE TECH","ERIE","PA","Proprietary 2 Year","198980","55"
"2129000","TRIANGLE TECH","GREENSBURG","PA","Proprietary 2 Year","1153152","312"
"2174400","TRIANGLE TECH","DU BOIS","PA","Proprietary 2 Year","1058294","278"
"337800","UNIVERSITY OF PENNSYLVANIA","PHILADELPHIA","PA","Private 4 Year","7220040","1636"
"337900","UNIVERSITY OF PITTSBURGH","PITTSBURGH","PA","Public 4 Year","22426003","5545"
"338400","UNIVERSITY OF SCRANTON","SCRANTON","PA","Private 4 Year","3082711","757"
"335000","UNIVERSITY OF THE ARTS (THE)","PHILADELPHIA","PA","Private 4 Year","2407863","566"
"335300","UNIVERSITY OF THE SCIENCES IN PHILADELPH","PHILADELPHIA","PA","Private 4 Year","2102435","481"
"657700","UPMC SHADYSIDE SCHOOL OF NURSING","PITTSBURGH","PA","Private 2 Year","325232","95"
"338500","URSINUS COLLEGE","COLLEGEVILLE","PA","Private 4 Year","1522669","357"
"330600","VALLEY FORGE CHRISTIAN COLLEGE","PHOENIXVILLE","PA","Private 4 Year","1680452","423"
"338600","VALLEY FORGE MILITARY COLLEGE","WAYNE","PA","Private 2 Year","734769","163"
"2306200","VENANGO COUNTY AREA VOC TECH SCHOOL","OIL CITY","PA","Public 2 Year","238577","52"
"2061000","VENUS BEAUTY ACADEMY","SHARON HILL","PA","Proprietary 2 Year","239811","70"
"856800","VET TECH INSTITUTE","PITTSBURGH","PA","Proprietary 2 Year","921798","232"
"338800","VILLANOVA UNIVERSITY","VILLANOVA","PA","Private 4 Year","3676381","886"
"2192800","WALNUT HILL COLLEGE","PHILADELPHIA","PA","Proprietary 4 Year","882243","217"
"338900","WASHINGTON & JEFFERSON COLLEGE","WASHINGTON","PA","Private 4 Year","1375418","338"
"658200","WASHINGTON HOSP SCH OF NURSING","WASHINGTON","PA","Private 2 Year","115941","41"
"339100","WAYNESBURG UNIVERSITY","WAYNESBURG","PA","Private 4 Year","2045062","520"
"1162200","WELDER TRAINING & TESTING INST","ALLENTOWN","PA","Proprietary 2 Year","166873","38"
"332800","WEST CHESTER UNIVERSITY","WEST CHESTER","PA","Public 4 Year","15266350","3834"
"2350100","WESTERN AREA CAREER & TECHNOLOGY CT","CANONSBURG","PA","Public 2 Year","288731","63"
"658300","WESTERN PENN HOSP-SCH OF NURSING","PITTSBURGH","PA","Private 2 Year","131499","43"
